damage_type,damage_severity,incident_clarity,incident_type,user_at_fault,is_gradual_wear,has_police_report,emotional_tone,device_functional,third_party_involved,row_idx
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1558
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1559
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1560
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1561
screen_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1562
screen_crack,moderate,moderate,unknown_cause,False,False,not_applicable,frustrated,partial,False,1563
screen_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1564
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1565
screen_shatter,moderate,moderate,drop,False,False,not_applicable,frustrated,partial,True,1566
screen_crack,moderate,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,1567
multiple_damage,severe,detailed,impact,False,True,not_applicable,frustrated,False,True,1568
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,True,1569
screen_crack,moderate,moderate,impact,False,False,not_applicable,matter_of_fact,partial,True,1570
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1571
screen_shatter,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1572
battery_issue,moderate,vague,gradual_wear,False,True,not_applicable,frustrated,partial,False,1573
screen_crack,moderate,vague,unknown_cause,False,False,not_applicable,matter_of_fact,partial,False,1574
other,minor,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1575
camera_damage,moderate,moderate,unknown_cause,True,False,False,matter_of_fact,partial,False,1576
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1577
multiple_damage,severe,vague,drop,True,False,not_applicable,matter_of_fact,False,False,1578
multiple_damage,moderate,detailed,water,False,False,not_applicable,matter_of_fact,partial,True,1579
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1580
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1581
multiple_damage,moderate,moderate,heat_damage,True,False,not_applicable,matter_of_fact,partial,False,1582
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1583
multiple_damage,moderate,vague,unknown_cause,False,False,not_applicable,matter_of_fact,partial,True,1584
multiple_damage,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1585
screen_crack,moderate,vague,impact,True,False,not_applicable,matter_of_fact,partial,False,1586
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1587
other,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1588
screen_crack,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1589
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,True,1590
screen_crack,minor,vague,unknown_cause,True,False,not_applicable,frustrated,partial,False,1591
screen_crack,severe,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,1592
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1593
screen_crack,moderate,detailed,crush,True,False,not_applicable,matter_of_fact,partial,False,1594
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1595
screen_crack,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,1596
screen_shatter,severe,moderate,impact,True,False,not_applicable,matter_of_fact,False,False,1597
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1598
screen_crack,moderate,detailed,other,True,False,not_applicable,matter_of_fact,partial,False,1599
camera_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1600
multiple_damage,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,1601
screen_crack,moderate,vague,unknown_cause,False,False,not_applicable,frustrated,partial,False,1602
screen_crack,moderate,detailed,drop,True,False,not_applicable,apologetic,partial,False,1603
screen_crack,minor,detailed,gradual_wear,False,True,not_applicable,frustrated,partial,False,1604
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1605
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1606
screen_crack,moderate,vague,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1607
other,minor,vague,unknown_cause,False,False,not_applicable,frustrated,partial,False,1608
other,minor,vague,unknown_cause,False,False,not_applicable,frustrated,partial,False,1609
cosmetic_scratch,minor,detailed,drop,False,False,not_applicable,matter_of_fact,True,True,1610
screen_crack,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1611
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1612
screen_crack,moderate,detailed,drop,True,False,not_applicable,apologetic,partial,False,1613
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1614
screen_crack,moderate,moderate,gradual_wear,False,True,not_applicable,matter_of_fact,partial,False,1615
multiple_damage,moderate,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,1616
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1617
multiple_damage,minor,moderate,drop,True,False,not_applicable,matter_of_fact,True,False,1618
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1619
multiple_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1620
multiple_damage,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1621
theft,severe,moderate,theft,False,False,not_applicable,matter_of_fact,False,True,1622
screen_damage,moderate,detailed,impact,True,False,not_applicable,matter_of_fact,partial,False,1623
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1624
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1625
screen_crack,moderate,vague,crush,True,False,not_applicable,matter_of_fact,partial,False,1626
screen_crack,moderate,moderate,drop,True,False,not_applicable,apologetic,partial,True,1627
screen_shatter,severe,moderate,drop,True,False,not_applicable,frustrated,partial,False,1628
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1629
other,moderate,detailed,other,False,False,not_applicable,matter_of_fact,partial,False,1630
screen_crack,moderate,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,1631
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1632
multiple_damage,moderate,vague,unknown_cause,True,False,not_applicable,frustrated,False,False,1633
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1634
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1635
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1636
water_damage,severe,moderate,water,True,False,not_applicable,matter_of_fact,False,False,1637
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1638
cosmetic_scratch,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1639
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1640
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1641
other,moderate,vague,unknown_cause,True,False,not_applicable,matter_of_fact,False,False,1642
multiple_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1643
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1644
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1645
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1646
screen_crack,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1647
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1648
multiple_damage,severe,detailed,drop,True,False,not_applicable,frustrated,partial,False,1649
screen_crack,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1650
screen_crack,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1651
multiple_damage,moderate,moderate,drop,True,False,not_applicable,apologetic,partial,False,1652
screen_damage,moderate,vague,other,True,False,not_applicable,frustrated,partial,False,1653
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1654
screen_shatter,moderate,moderate,drop,True,False,not_applicable,frustrated,partial,False,1655
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1656
screen_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1657
screen_crack,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1658
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1659
multiple_damage,moderate,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,1660
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1661
other,moderate,moderate,unknown_cause,False,True,not_applicable,matter_of_fact,partial,False,1662
cosmetic_scratch,minor,moderate,unknown_cause,False,False,not_applicable,frustrated,True,True,1663
screen_crack,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,1664
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1665
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1666
multiple_damage,moderate,moderate,drop,True,False,not_applicable,frustrated,partial,False,1667
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1668
screen_crack,moderate,moderate,drop,True,False,not_applicable,frustrated,partial,False,1669
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1670
water_damage,severe,detailed,water,False,False,not_applicable,matter_of_fact,False,False,1671
screen_crack,minor,vague,unknown_cause,False,False,not_applicable,frustrated,partial,True,1672
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1673
screen_crack,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,1674
screen_shatter,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1675
screen_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1676
multiple_damage,moderate,detailed,unknown_cause,False,False,not_applicable,frustrated,partial,False,1677
screen_crack,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,1678
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1679
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1680
cosmetic_scratch,minor,vague,unknown_cause,False,False,not_applicable,matter_of_fact,True,False,1681
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1682
screen_crack,moderate,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,1683
screen_crack,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1684
multiple_damage,severe,detailed,drop,True,False,not_applicable,frustrated,False,False,1685
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,True,1686
camera_damage,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1687
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1688
software_issue,moderate,vague,other,True,False,not_applicable,matter_of_fact,partial,False,1689
battery_issue,severe,detailed,unknown_cause,False,False,not_applicable,matter_of_fact,False,False,1690
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1691
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1692
other,moderate,vague,gradual_wear,False,True,not_applicable,matter_of_fact,partial,False,1693
screen_crack,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,1694
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1695
theft,severe,moderate,theft,False,False,not_applicable,matter_of_fact,False,True,1696
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1697
screen_crack,moderate,moderate,unknown_cause,False,False,not_applicable,frustrated,partial,False,1698
multiple_damage,severe,detailed,unknown_cause,False,False,not_applicable,frustrated,False,False,1699
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1700
screen_crack,moderate,moderate,crush,True,False,not_applicable,matter_of_fact,partial,False,1701
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1702
multiple_damage,moderate,detailed,water,False,False,not_applicable,matter_of_fact,partial,False,1703
theft,severe,detailed,theft,False,False,not_applicable,matter_of_fact,False,True,1704
multiple_damage,moderate,moderate,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1705
screen_shatter,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1706
multiple_damage,moderate,vague,unknown_cause,False,True,not_applicable,frustrated,partial,False,1707
screen_shatter,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1708
battery_issue,severe,detailed,unknown_cause,False,False,not_applicable,matter_of_fact,False,False,1709
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1710
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1711
screen_shatter,severe,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,1712
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,True,1713
screen_crack,moderate,vague,unknown_cause,False,False,not_applicable,confused,partial,False,1714
screen_shatter,severe,detailed,impact,True,False,not_applicable,matter_of_fact,partial,True,1715
other,moderate,vague,unknown_cause,False,False,not_applicable,matter_of_fact,partial,True,1716
multiple_damage,moderate,moderate,drop,True,False,not_applicable,frustrated,partial,False,1717
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1718
screen_crack,moderate,moderate,drop,False,False,not_applicable,matter_of_fact,partial,True,1719
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1720
screen_crack,moderate,vague,unknown_cause,False,False,not_applicable,matter_of_fact,partial,False,1721
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1722
multiple_damage,moderate,vague,impact,True,False,not_applicable,neutral,partial,False,1723
multiple_damage,severe,vague,unknown_cause,False,False,not_applicable,frustrated,False,False,1724
multiple_damage,moderate,moderate,gradual_wear,False,True,not_applicable,matter_of_fact,partial,False,1725
multiple_damage,moderate,moderate,other,True,False,not_applicable,matter_of_fact,partial,False,1726
screen_crack,minor,vague,unknown_cause,False,False,not_applicable,matter_of_fact,partial,True,1727
screen_crack,moderate,vague,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1728
camera_damage,moderate,detailed,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1729
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1730
other,moderate,vague,drop,True,False,False,matter_of_fact,partial,False,1731
multiple_damage,moderate,moderate,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1732
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1733
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1734
camera_damage,moderate,detailed,other,True,False,not_applicable,matter_of_fact,partial,False,1735
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1736
other,minor,moderate,other,False,True,not_applicable,matter_of_fact,partial,False,1737
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1738
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1739
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1740
camera_damage,moderate,detailed,crush,True,False,not_applicable,matter_of_fact,partial,False,1741
screen_crack,moderate,moderate,crush,True,False,not_applicable,matter_of_fact,partial,False,1742
screen_crack,moderate,moderate,drop,True,False,not_applicable,frustrated,partial,False,1743
screen_crack,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1744
total_loss,severe,detailed,crush,True,False,not_applicable,matter_of_fact,False,True,1745
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1746
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1747
screen_crack,moderate,moderate,impact,False,False,False,frustrated,partial,True,1748
multiple_damage,severe,detailed,drop,True,False,not_applicable,distressed,partial,False,1749
screen_shatter,severe,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1750
multiple_damage,severe,moderate,drop,True,False,not_applicable,frustrated,partial,False,1751
screen_crack,moderate,detailed,crush,True,False,not_applicable,matter_of_fact,partial,False,1752
screen_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1753
multiple_damage,moderate,moderate,crush,True,False,not_applicable,matter_of_fact,partial,False,1754
multiple_damage,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1755
screen_crack,moderate,moderate,drop,True,False,not_applicable,distressed,partial,False,1756
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1757
screen_crack,moderate,moderate,drop,False,False,not_applicable,matter_of_fact,partial,False,1758
screen_crack,moderate,detailed,impact,True,False,not_applicable,matter_of_fact,partial,False,1759
multiple_damage,severe,detailed,drop,True,False,not_applicable,frustrated,False,False,1760
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1761
screen_crack,moderate,moderate,unknown_cause,False,False,not_applicable,matter_of_fact,partial,False,1762
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1763
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1764
theft,severe,detailed,theft,False,False,not_applicable,matter_of_fact,False,True,1765
multiple_damage,severe,detailed,drop,True,False,not_applicable,apologetic,partial,False,1766
cosmetic_scratch,minor,moderate,gradual_wear,True,True,not_applicable,matter_of_fact,True,False,1767
screen_shatter,severe,moderate,drop,True,False,not_applicable,distressed,partial,True,1768
screen_crack,severe,moderate,impact,True,False,not_applicable,distressed,False,False,1769
screen_crack,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,True,1770
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1771
multiple_damage,severe,moderate,crush,True,False,not_applicable,matter_of_fact,False,False,1772
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1773
screen_crack,moderate,vague,unknown_cause,False,False,not_applicable,matter_of_fact,partial,False,1774
cosmetic_scratch,moderate,moderate,crush,True,False,not_applicable,matter_of_fact,partial,False,1775
screen_crack,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1776
software_issue,moderate,moderate,unknown_cause,False,True,not_applicable,matter_of_fact,partial,False,1777
multiple_damage,moderate,moderate,gradual_wear,False,True,not_applicable,matter_of_fact,partial,True,1778
multiple_damage,severe,moderate,drop,True,True,not_applicable,frustrated,partial,False,1779
theft,severe,moderate,theft,False,False,not_applicable,matter_of_fact,False,True,1780
screen_crack,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1781
screen_crack,minor,moderate,gradual_wear,False,True,not_applicable,matter_of_fact,partial,False,1782
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1783
other,moderate,vague,unknown_cause,False,False,not_applicable,frustrated,partial,False,1784
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1785
screen_crack,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1786
screen_crack,minor,vague,crush,True,False,not_applicable,matter_of_fact,partial,False,1787
theft,severe,detailed,theft,False,False,not_applicable,matter_of_fact,False,True,1788
screen_crack,moderate,moderate,unknown_cause,False,False,not_applicable,matter_of_fact,partial,False,1789
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1790
screen_crack,moderate,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,1791
other,moderate,vague,drop,True,False,not_applicable,frustrated,partial,False,1792
multiple_damage,moderate,vague,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1793
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1794
multiple_damage,moderate,vague,unknown_cause,False,True,not_applicable,matter_of_fact,partial,False,1795
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1796
screen_shatter,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1797
screen_crack,severe,detailed,crush,True,False,not_applicable,matter_of_fact,False,False,1798
screen_crack,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,True,1799
multiple_damage,moderate,moderate,unknown_cause,False,True,not_applicable,matter_of_fact,partial,False,1800
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1801
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1802
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,True,1803
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1804
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1805
screen_shatter,severe,moderate,drop,True,False,not_applicable,apologetic,False,False,1806
other,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1807
screen_crack,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1808
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1809
cosmetic_scratch,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1810
other,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1811
theft,severe,moderate,theft,False,False,False,frustrated,False,True,1812
theft,severe,detailed,theft,False,False,True,matter_of_fact,False,True,1813
multiple_damage,moderate,vague,unknown_cause,False,False,not_applicable,frustrated,False,False,1814
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1815
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1816
screen_crack,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1817
screen_crack,severe,detailed,crush,True,False,not_applicable,matter_of_fact,partial,False,1818
other,unknown,moderate,drop,True,False,not_applicable,matter_of_fact,unknown,False,1819
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1820
screen_crack,moderate,moderate,other,True,False,not_applicable,frustrated,partial,False,1821
screen_shatter,moderate,moderate,drop,True,False,not_applicable,apologetic,partial,False,1822
screen_shatter,severe,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,1823
theft,severe,moderate,theft,False,False,not_applicable,matter_of_fact,False,True,1824
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1825
screen_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1826
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1827
screen_crack,moderate,moderate,drop,True,False,not_applicable,apologetic,partial,False,1828
screen_crack,moderate,detailed,impact,True,False,not_applicable,matter_of_fact,partial,True,1829
multiple_damage,severe,vague,drop,True,False,not_applicable,apologetic,partial,False,1830
other,unknown,vague,drop,True,False,not_applicable,matter_of_fact,unknown,False,1831
multiple_damage,severe,detailed,impact,False,False,not_applicable,matter_of_fact,partial,True,1832
screen_crack,moderate,detailed,impact,True,False,not_applicable,matter_of_fact,partial,False,1833
screen_crack,moderate,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,1834
camera_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1835
screen_crack,moderate,vague,impact,True,False,not_applicable,matter_of_fact,partial,False,1836
other,moderate,moderate,other,True,False,not_applicable,matter_of_fact,partial,False,1837
multiple_damage,moderate,vague,unknown_cause,False,True,not_applicable,frustrated,partial,False,1838
screen_crack,moderate,vague,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1839
multiple_damage,severe,detailed,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1840
other,moderate,vague,drop,True,False,not_applicable,frustrated,partial,False,1841
screen_shatter,severe,detailed,crush,False,False,not_applicable,matter_of_fact,False,False,1842
water_damage,moderate,moderate,water,False,True,not_applicable,matter_of_fact,partial,False,1843
screen_crack,moderate,vague,unknown_cause,False,False,not_applicable,neutral,False,False,1844
multiple_damage,severe,moderate,unknown_cause,False,False,not_applicable,matter_of_fact,False,False,1845
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1846
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1847
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1848
cosmetic_scratch,minor,moderate,gradual_wear,True,True,not_applicable,matter_of_fact,True,False,1849
multiple_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1850
screen_shatter,severe,vague,other,True,False,not_applicable,matter_of_fact,False,False,1851
screen_crack,severe,moderate,drop,False,False,not_applicable,matter_of_fact,partial,False,1852
screen_damage,moderate,vague,other,True,False,not_applicable,matter_of_fact,partial,False,1853
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1854
screen_crack,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1855
screen_crack,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1856
multiple_damage,moderate,moderate,gradual_wear,False,True,not_applicable,matter_of_fact,partial,False,1857
multiple_damage,severe,detailed,impact,True,False,not_applicable,matter_of_fact,partial,False,1858
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1859
multiple_damage,moderate,moderate,drop,True,True,not_applicable,matter_of_fact,partial,False,1860
multiple_damage,moderate,moderate,crush,True,True,not_applicable,matter_of_fact,partial,False,1861
screen_crack,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1862
screen_crack,moderate,vague,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1863
screen_crack,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,1864
screen_crack,moderate,vague,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1865
screen_crack,moderate,vague,unknown_cause,True,False,not_applicable,neutral,partial,False,1866
screen_crack,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1867
screen_crack,minor,vague,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1868
other,minor,moderate,other,False,True,not_applicable,matter_of_fact,partial,False,1869
screen_crack,moderate,moderate,drop,True,False,not_applicable,frustrated,partial,False,1870
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,True,1871
other,moderate,vague,unknown_cause,False,False,not_applicable,matter_of_fact,partial,True,1872
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1873
screen_crack,severe,moderate,unknown_cause,True,False,not_applicable,matter_of_fact,False,False,1874
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1875
water_damage,unknown,vague,water,False,False,not_applicable,frustrated,False,True,1876
other,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1877
water_damage,severe,detailed,water,True,False,not_applicable,matter_of_fact,False,False,1878
multiple_damage,moderate,detailed,drop,True,True,not_applicable,matter_of_fact,partial,False,1879
multiple_damage,moderate,vague,unknown_cause,True,True,not_applicable,distressed,partial,False,1880
multiple_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1881
multiple_damage,moderate,moderate,water,True,True,not_applicable,matter_of_fact,partial,False,1882
water_damage,severe,detailed,water,True,False,not_applicable,matter_of_fact,False,True,1883
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1884
other,minor,moderate,gradual_wear,False,True,not_applicable,matter_of_fact,partial,False,1885
